id,cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude
219,608988,Ремонт міжкв. проїздів,,"ТМШ РБП ""МШРБ"" ",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул. М.Вербицького,4-Є.Коновальця     ",49.5535312616,25.6238615513
220,736191,Ремонт міжкв. проїздів,,"ТМШ РБП ""МШРБ""",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль, вулиця вул.П.Морозенка-б-р Д.Вишнівецького",49.5701555692,25.6463599205
221,659446,Ремонт міжкв. проїздів,,"ТОВ""Техно-Буд-Центр""",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.Карпенка,22а     ",49.5422769,25.5826257
222,545053,Ремонт міжкв. проїздів,,"ТМШ РБП ""МШРБ"" ",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.В.Великого,4-б-р Д.Вишнівецького,1     ",49.5702462668,25.6398582458
223,127833,Ремонт міжкв. проїздів,,"ТМШ РБП ""МШРБ"" ",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.В.Великого,4-бульвар Д.Вишнівецького,5    ",49.5703714346,25.6401264668
224,143941,Ремонт міжкв. проїздів,,"ТМШ РБП ""МШРБ"" ",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.В.Великого,4-бульвар Д.Вишнівецького,7    ",49.5711153153,25.6399333477
225,1073581,Ремонт міжкв. проїздів,,"ТОВ""Техно-Буд-Центр""",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.15Квітня,7-15Квітня,5б     ",49.558542415,25.6422829628
226,276156,Ремонт міжкв. проїздів,,"ТОВ""Техно-Буд-Центр""",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.Бр.Бойчуків,7     ",49.5592491,25.6391547
227,624165,Ремонт міжкв. проїздів,,"ТОВ""Техно-Буд-Центр""",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.15Квітня,5     ",49.558017,25.641122
228,958716,Ремонт міжкв. проїздів,," ТОВ""Техно-Буд-Центр""",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.Бр.Бойчуків від вул.Бр.Бойчуків ,3 до вул.Бр.Бойчуків,5     ",49.5583611215,25.6411135197
229,587172,Ремонт міжкв. проїздів,,КШБМ,Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.15Квітня,6,8     ",49.5584890898,25.6439620256
230,767642,Ремонт міжкв. проїздів,,КШБМ,Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.15Квітня,4,6     ",49.5574279377,25.6428354979
231,538617,Ремонт міжкв. проїздів,,"ТМШ РБП ""МШРБ""",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.Київська,8,10 -     ",49.5632537942,25.6389570236
232,718208,Ремонт міжкв. проїздів,,"КШБМ,ТОВ ""ТОМ-Інвест-Буд""",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.15Квітня,19 - б-р Куліша,10     ",49.5642002225,25.6440854073
233,507423,Ремонт міжкв. проїздів,,КШБМ,Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.15Квітня,9 - вул.Київська,18    ",49.5610566241,25.642926693
234,112219,Ремонт міжкв. проїздів,,КШБМ,Ремонт міжкв. проїздів,2015,"Україна, Тернопіль, вулицявул.15Квітня до бул.Куліша",49.5616768899,25.6455820799
235,261632,Ремонт міжкв. проїздів,,"ТОВ ""ТОМ-Інвест-Буд""",Ремонт міжкв. проїздів,2015,"Україна, Тернопіль,     вулицявул.Київська,3Б - б-р Куліша,10     ",49.567369,25.6424385
236,1299434.38,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця П. Куліша 4",49.5669039,25.6417547
237,1353629,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль,     вулиця П.Куліша, 8 ",49.5659087,25.643015
238,184227,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль,     вулицяБ.Лепкого, 9 ",49.5619242,25.6346903
239,733175.3,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль,     вулицяБ. Лепкого, 14  ",49.5641996153,25.6361836195
240,805898.764,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль,     вулицяКиївська, 14 ",49.5619692,25.6399758
241,935139.55,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяКиївська 16",49.5614463,25.6410157
242,1055844.02,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяСлівенська 11",49.5468323,25.6192821
243,567435.92,Ремонт прибуд. території,,"СБУ""Спецбуд""""Тернопільбуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Фабрична 7",49.5655345,25.6100049
244,990094.82,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЧалдаєва 15",49.5611922,25.6287968
245,790672.88,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЧалдаєва 2",49.5594746,25.6285036
246,1076468.48,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль,     провулокпровулок Дівочий, 5 ",49.5475325,25.6087289
247,1228610.5,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, проспект Злуки 1",49.5628624,25.6123968
248,752750.04,Ремонт прибуд. території,,"ТОВ ""Техно-Буд-Центр""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяМиру 11а",49.5433048,25.5821452
249,608750.04,Ремонт прибуд. території,,"ТОВ ""Техно-Буд-Центр""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяМиру 11",49.5444462,25.5820583
250,606760.58,Ремонт прибуд. території,,"ТОВ ""Техно-Буд-Центр""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяМиру 12",49.5438171285,25.5829739571
251,427836.2,Ремонт прибуд. території,,"СБУ""Спецбуд""""Тернопільбуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяКарпенка 21",49.5426267,25.5818656
252,676703,Ремонт прибуд. території,,ПП Мазурик В.Р.,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяН. Світ 91",49.5695737315,25.5876517296
253,474275.76,Ремонт прибуд. території,,"СБУ""Спецбуд""""Тернопільбуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, проспектЗлуки 33",49.5601476012,25.6232070923
254,220077.72,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЛесі Українки 15",49.5446967,25.6233616
255,457183.75,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяПротасевича 22",49.5368949,25.6300831
256,901990.01,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, бульварП.Куліша 10",49.5651226,25.6441776
257,1021787.74,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяСимоненка 16",49.5675194595,25.6452655792
258,370246.45,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяСимоненка 18",49.5673144232,25.6459897757
259,650370.65,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Симоненка",49.568386,25.6442789
260,954825.3,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЧалдаєва 20",49.5605921,25.6295461
261,455945.7,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяТролейбусна 2а",49.5478338,25.5510886
262,1104719.67,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЛ. Курбаса 2",49.5722920216,25.6374174356
263,576405.37,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяМазепи 2",49.5515136,25.5717924
264,788513.1,Ремонт прибуд. території,,"СБУ""Спецбуд""""Тернопільбуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Карпенка 12",49.5412725,25.5807586
265,764548.25,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Князя Острозького 62",49.5446475,25.6015555
266,884841.61,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Князя Острозького 40",49.5461128,25.5998289
267,254993.23,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, проспектСтепана Бандери 76",49.5489978,25.6242393
268,458440.45,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця15 Квітня 4",49.5571541,25.6425191
269,991340.52,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяБратів Бойчуків 17",49.5581515,25.639567
270,742391.02,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяБратів Бойчуків 13",49.5587487,25.6383931
271,552714.55,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяБ.Лепкого 3",49.5597174,25.6328674
272,1026810.81,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЧалдаєва 11",49.5608463,25.6284608
273,273756.99,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяВербицького 4",49.5530079,25.6263472
274,835908.25,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяМ.Тарнавського 5",49.5620928,25.6249938
275,1161600.44,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця15 Квітня 21",49.5639159,25.6446904
276,940590,Ремонт прибуд. території,,"СБУ""Спецбуд""""Тернопільбуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяКиївська 7",49.5643055,25.6387699
277,1023365.21,Ремонт прибуд. території,,"ПАТ ""ТКВШБМ""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Морозенка 3",49.5697662702,25.6464779377
278,1166278.31,Ремонт прибуд. території,,"ТОВ ""ТОМ-ІнвестБуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Лесі Українки 16",49.5423002,25.6302474
279,341033.78,Ремонт прибуд. території,,ФОП Дідушок І.І.,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулиця Симоненка 5",49.5690840298,25.6450724602
280,1043338.01,Ремонт прибуд. території,,"СБУ""Спецбуд""""Тернопільбуд""",Ремонт прибуд. території,2016,"Україна, Тернопіль,     вулиця Корольова, 2 ",49.5570121,25.6489523
281,100828.12,Ремонт прибуд. території,,"ТОВ ""Техно-Буд-Центр""",Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяМиру 10",49.5445051,25.5813851
282,1044570.47,Ремонт прибуд. території,,КП МШРБП,Ремонт прибуд. території,2016,"Україна, Тернопіль, вулицяЛучаківського 3",49.5475025,25.5596964
283,291845.53,Ремонт покрівель,,СПД ФОП Кульба Б.В.,Ремонт покрівель,2016,"Україна, Тернопіль, бульварТараса Шевченка 33",49.5514606,25.595588
284,269760.24,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, вулиця Б. Лепкого 14",49.5641335637,25.6360441446
285,410888.13,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, вулицяСтадникової 1",49.5429352,25.6031756
286,114274.46,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, бульварПросвіти 23",49.5441497,25.5605697
287,221549,Ремонт покрівель,,СПД ФОП Кульба Б.В.,Ремонт покрівель,2016,"Україна, Тернопіль, вулицяКлима  Савури 7",49.5389884,25.6295047
288,106628.38,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, вулиця Вербицького 1",49.5546092472,25.6262969971
289,205061.38,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, вулиця 15 Квітня 1",49.5563791,25.6404927
290,80164.48,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, вулицяМ. Тарнавського 16",49.5630938,25.632984
291,149455.94,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, бульварДанила  Галицького 3",49.5462846,25.6277924
292,119529.8,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, вулицяВолодимира Великого 5",49.5707223375,25.6366020441
293,220491.42,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, бульварДанила Галицького 4",49.5474966,25.6268093
294,197010.04,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, вулицяБ. Лепкого 6",49.5609859,25.6368525
295,63899.06,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, вулиця15 Квітня 9",49.5598796,25.6435867
296,150030.28,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, вулицяП.Куліша 4",49.5669039,25.6417547
297,636720.69,Ремонт покрівель,,"ТОВ ""Світлоцентр""",Ремонт покрівель,2016,"Україна, Тернопіль, вулиця Малишка 1",49.5491708,25.6109302
298,190816.32,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, вулиця Новий Світ 4",49.5639274,25.592697
299,194758.78,Ремонт покрівель,,ДП-1 ЖЕК-13 ЖБК,Ремонт покрівель,2016,"Україна, Тернопіль, вулицяСтадникової 17",49.5422025,25.6015538
300,441349.8,Ремонт покрівель,,"ТОВ ""Газ-Пласт-Буд""",Ремонт покрівель,2016,"Україна, Тернопіль, вулицяГагаріна 3",49.5114188,25.6099111
301,278450.8,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, вулицяБратів  Бойчуків 7",49.5592491,25.6391547
302,135173.87,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, вулицяВолодимира Великого 4",49.5702203,25.6377753
303,475267.4,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, вулиця Київська 14",49.5619692,25.6399758
304,155099.16,Ремонт покрівель,,ФОП Зінчук П.В.,Ремонт покрівель,2016,"Україна, Тернопіль, вулиця Лесі  Українки 13",49.5454438,25.6237092
305,590662.06,Ремонт покрівель,,"ТОВ ""Світлоцентр""",Ремонт покрівель,2016,"Україна, Тернопіль, вулицяБратів Гжицьких 1",49.5489064,25.5702274
306,141248.94,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, вулицяСимоненка 18",49.5673315505,25.6461560726
307,82983.4,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, вулицяГалицька 54",49.5586635,25.6188298
308,194828.08,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, проспект Злуки 55",49.5572123,25.638413
309,62478.72,Ремонт покрівель,,"ДП ""Люкс 1""ПП ""Люкс""",Ремонт покрівель,2016,"Україна, Тернопіль, вулицяРєпіна 16",49.5522881009,25.623781085
310,132162.09,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, проспект Злуки 29",49.5615711215,25.620380044
311,128414.38,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, вулиця Київська 10",49.5629272,25.6376388
312,147060.62,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, бульварДанила  Галицького 6",49.5462198,25.6266292
313,153131.92,Ремонт покрівель,,"ПП ""Комфорт-Еко-Сервіс""",Ремонт покрівель,2016,"Україна, Тернопіль, вулицяБратів  Бойчуків 3",49.5588515,25.6408323
314,40703.46,Ремонт покрівель,,ПП Рудніцкий А.М.,Ремонт покрівель,2016,"Україна, Тернопіль, вулицяКнязя  Острозького 58",49.5445,25.6003813
315,30000,Ремонт покрівель,,ТОВ «Юні Сервіс Груп»,Ремонт покрівель,2016,"Україна, Тернопіль, вулицяМаксима Кривоноса 11",49.5487346143,25.566188693
316,281700,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль, вулицявул М.Вербицького. 4- вул. Є.Коновальця",49.5536921,25.6245359
317,837320,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Старий ринок, 1,3,5    ",49.5518133,25.5886101
318,325420,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль, вулицявул. Замкова-Руська",49.5505667,25.5891085
319,269040,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул.В.Великого,4-бульвар Д.Вишневецького,5     ",49.5696593,25.6453294
320,270510,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул.В.Великого,4-бульвар Д.Вишневецького,7     ",49.5709684,25.6392629
321,816670,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Бродівська - вул. Лук»яновича,1                                                       ",49.5752,25.596819
322,526900,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль, вулицявул. 15 Квітня  до бульвару П.Куліша",49.5656907,25.6435594
323,622790,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул.. Київська- вул. Київська, 14    ",49.562281965,25.6400245428
324,507590,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Симоненка, 4 - вул. Симоненка, 16,18,20    ",49.5681379,25.6454051
325,929510,Ремонт міжкв. проїздів,,ТОМ Інвест Буд,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицяКапітальний ремонт пішохідної доріжки вул. Л. Українки, 12 - вул. Героїв Крут, 9     ",49.5417336,25.6265337
326,630070,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицяКапітальний ремонт асфальтобетонного покриття міжквартального проїзду вул. Текстильна - Текстильна, 10    ",49.5649506695,25.6139695644
327,672530,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицяпр. Злуки, 13,15- пр. Злуки, 19    ",49.5617000322,25.6156432629
328,776360,Ремонт міжкв. проїздів,,ПАТ КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицяпр. Злуки, 21-пр. Злуки, 23    ",49.5623364,25.618214
329,1339440,Ремонт міжкв. проїздів,,"ТОВ ""Техно-БудЦентр""",Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Бережанська, 53- вул. Надзбручанська     ",49.5485454,25.5538381
331,487910,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль,     вулицявул. Протасевича,17-вул.Протасевича,22     ",49.5364166,25.6298142
332,625170,Ремонт міжкв. проїздів,,КШБМ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль, вулицяКапітальний ремонт асфальтобетонного покриття внутрібудинкового проїзду від житлового будинку №3 до житлового будинку № 13 по вул. Карпенка в м. Тернопіль",49.5422885297,25.5768048763
333,583700,Ремонт міжкв. проїздів,,МШРБ,Ремонт міжкв. проїздів,2016,"Україна, Тернопіль, вулиця«Капітальний ремонт асфальтобетонного покриття міжбудинкового проїзду за адресою вул. В. Стуса - бул. С.Петлюри в м. Тернополі",49.5562714,25.643383
334,787464.81,Ремонт прибуд. території,,"КП ""МШРБП",Ремонт прибуд. території,2017,"Україна, Тернопіль, проспектСтепана Бандери 76",49.5489978,25.6242393
335,889347.39,Ремонт прибуд. території,,"КП ""МШРБП",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяВербицького 4",49.5530079,25.6263472
336,1155052.16,Ремонт прибуд. території,,"КП ""МШРБП",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяГенерала М.Тарнавського 1",49.5611201,25.6223634
337,599223,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Князя Острозького 62",49.5446475,25.6015555
338,282354.28,Ремонт прибуд. території,,"КП ""МШРБП",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяЧалдаєва 11",49.5608463,25.6284608
339,2085049.92,Ремонт прибуд. території,,"КП ""МШРБП",Ремонт прибуд. території,2017,"Україна, Тернопіль,     вулицяПушкіна 5(1,2,3,4)  ",49.5613923,25.6329817
340,759661.39,Ремонт прибуд. території,,"КП ""МШРБП",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяЛеся  Курбаса 9",49.5734812,25.6431173
341,646284.24,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяЛесі  Українки 15",49.5446967,25.6233616
342,1102942,Ремонт прибуд. території,,ФОП Марцінковський І.М.,Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяДружби 6",49.5448108,25.5757729
343,1081215.57,Ремонт прибуд. території,,"ТОВ ""МіськшляхрембудТернопіль""",Ремонт прибуд. території,2017,"Україна, Тернопіль, бульварДанила Галицького 6",49.5462198,25.6266292
344,1202414.36,Ремонт прибуд. території,,"СБУ""Спецбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Винниченка 1",49.5448784,25.571167
345,741556.22,Ремонт прибуд. території ,,"ТОВ""Техно-Буд-Центр""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяТранспортна 10",49.5651324,25.5931786
346,1486525.24,Ремонт прибуд. території,,"СБУ""Спецбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, проспект Злуки 5",49.5628052,25.6137169
347,993395.15,Ремонт прибуд. території,,ФОП Швайка В.Д.,Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяМалишка 1",49.5491708,25.6109302
348,1612266.6,Ремонт прибуд. території,,"КП ""МШРБП",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Протасевича 14(1-4)",49.5408878,25.6319006
349,1410435.82,Ремонт прибуд. території,,ФОП Швайка В.Д.,Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Лесі Українки 1",49.5453423,25.6202757
350,1211575.88,Ремонт прибуд. території,,ФОП Шенгера В.І.,Ремонт прибуд. території,2017,"Україна, Тернопіль, бульварС.Петлюри 10",49.5585889,25.6455314
351,1258553.06,Ремонт прибуд. території,,"КП ""МШРБП",Ремонт прибуд. території,2017,"Україна, Тернопіль, проспектЗлуки 55",49.5572123,25.638413
352,1041166.25,Ремонт прибуд. території,,"СБУ""Спецбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяМакаренка 6",49.5490973,25.5596958
353,1556097.9,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяЧалдаєва 3",49.5602814,25.6269831
354,1142192.53,Ремонт прибуд. території,,ФОП Швайка В.Д.,Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяВолодимира  Великого 10",49.5710735013,25.6375998259
355,1404299.29,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Живова 2",49.5438139,25.6022929
356,1019993.3,Ремонт прибуд. території,,"СБУ""Спецбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяГалицька 56",49.5584655839,25.619918704
357,1262183.18,Ремонт прибуд. території,,"СБУ""Спецбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяБ. Хмельницького 29",49.5561158,25.5983866
358,237716.8,Ремонт прибуд. території,,"ТОВ ""ГазПлатсБуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулиця Золотогірська 15",49.5631270042,25.5494463444
359,761437.22,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяМ. Грушевського 9",49.5546548277,25.5912029743
360,512941.25,Ремонт прибуд. території,,ФОП Наконечний О.В.,Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяВ. Симоненка 1",49.5689467,25.6415989
361,1277667.146,Ремонт прибуд. території,,"ТОВ ""АваксПроф""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяС. Крушельницької 1",49.5573132572,25.5927479267
362,1034914.97,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, проспектСепана Бандери 27",49.5518356438,25.6160241365
363,993184.23,Ремонт прибуд. території,,ФОП Марцинковський І.М.,Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяТанцорова 22",49.5499729,25.5838013
364,997707.99,Ремонт прибуд. території,,"ТОВ ""ТОМ-Інвестбуд""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяБілецька 2",49.5579180757,25.5899637938
365,637713.08,Ремонт прибуд. території,,"ТОВ""ШляхрембудЗахід""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяПротасевича 8",49.5430359,25.6328879
366,191079.33,Ремонт прибуд. території,,"ТОВ ""МіськшляхрембудТернопіль""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяМ. Вербицького 1",49.5546578102,25.6261843443
367,135866.44,Ремонт прибуд. території,,"ТОВ ""МіськшляхрембудТернопіль""",Ремонт прибуд. території,2017,"Україна, Тернопіль,     вулицяП. Чубинського 2 (ІІІ, ІV, V)  ",49.5553257,25.6262607
368,986065.9,Ремонт прибуд. території,,"ТОВ ""МіськшляхрембудТернопіль""",Ремонт прибуд. території,2017,"Україна, Тернопіль, вулицяНовий Світ 4",49.5641818162,25.5929625034
